ts.ts/tt.tt,ID
1.01010,34B_371
0.55556,34B_371
0.00000,34B_371
0.00000,34B_371
0.00000,34B_371
0.00000,34B_371
0.00000,34B_371
0.08696,34B_373
0.57576,34B_373
1.01010,34B_373
1.01010,34B_373
0.55556,34B_373
0.00000,34B_373
0.21212,34B_373
0.26263,34B_373
0.03030,34B_373
1.01010,34B_373
1.01010,34B_373
1.01010,34B_373
1.01010,34B_373
0.56566,34B_373
0.00000,34B_373
0.00000,34B_373
0.00000,34B_373
0.00000,34B_373
0.00000,34B_373
0.00000,34B_373
0.10169,34B_399
0.00000,34B_399
0.07071,34B_399
1.01010,34B_399
1.01010,34B_399
1.01010,34B_399
0.19192,34B_399
0.00000,34B_399
0.85859,34B_399
0.56566,34B_399
0.00000,34B_399
0.43434,34B_399
0.56566,34B_399
0.00000,34B_399
0.00000,34B_399
0.39394,34B_399
1.01010,34B_399
0.36364,34B_399
0.00000,34B_399
0.00000,34B_399
0.37500,34B_433
0.38384,34B_433
1.01010,34B_433
0.57576,34B_433
0.00000,34B_433
0.19192,34B_433
0.67677,34B_433
0.00000,34B_433
0.22222,34B_433
1.01010,34B_433
1.01010,34B_433
1.01010,34B_433
0.58586,34B_433
0.00000,34B_433
0.00000,34B_433
0.00000,34B_433
0.25253,34B_433
0.98990,34B_433
0.00000,34B_433
0.00000,34B_433
0.00000,34B_433
0.25000,34B_437
0.00000,34B_437
0.05051,34B_437
1.01010,34B_437
1.01010,34B_437
0.25253,34B_437
0.25253,34B_437
1.01010,34B_437
1.01010,34B_437
1.01010,34B_437
1.01010,34B_437
0.59596,34B_437
0.00000,34B_437
0.40404,34B_437
1.01010,34B_437
1.01010,34B_437
1.01010,34B_437
1.01010,34B_437
0.55556,34B_437
0.00000,34B_437
0.00000,34B_437
0.00000,34B_437
0.00000,34B_437
0.00000,34B_437
0.00000,34B_437
0.31579,34B_442
0.00000,34B_442
0.00000,34B_442
0.00000,34B_442
0.00000,34B_442
0.27273,34B_442
1.01010,34B_442
1.01010,34B_442
0.88889,34B_442
0.10101,34B_442
0.00000,34B_442
0.08081,34B_442
1.01010,34B_442
0.07071,34B_442
0.00000,34B_442
0.00000,34B_442
0.00000,34B_442
0.00000,34B_442
0.54545,34B_466
0.00000,34B_466
0.00000,34B_466
0.51515,34B_466
0.00000,34B_466
0.77778,34B_466
1.01010,34B_466
1.01010,34B_466
1.01010,34B_466
0.30303,34B_466
0.10101,34B_466
0.00000,34B_466
0.00000,34B_466
0.00000,34B_466
0.00000,34B_466
0.00000,34B_466
0.00000,34B_466
0.84848,34B_466
1.01010,34B_466
1.01010,34B_466
0.55556,34B_466
0.00000,34B_466
0.00000,34B_466
0.44444,34B_47
1.01010,34B_47
0.58586,34B_47
0.00000,34B_47
0.04040,34B_47
1.01010,34B_47
0.27273,34B_47
0.00000,34B_47
0.19192,34B_47
1.01010,34B_47
1.01010,34B_47
0.64646,34B_47
0.00000,34B_47
0.11111,34B_47
0.15152,34B_47
0.00000,34B_47
0.00000,34B_47
0.15152,34B_47
0.00000,34B_47
0.00000,34B_47
0.06742,34B_477
0.48485,34B_477
0.00000,34B_477
0.00000,34B_477
0.00000,34B_477
0.23232,34B_477
0.15152,34B_477
1.01010,34B_477
1.01010,34B_477
1.01010,34B_477
0.58586,34B_477
0.00000,34B_477
0.00000,34B_477
0.00000,34B_477
0.00000,34B_477
0.00000,34B_477
0.00000,34B_477
0.12245,34B_514
0.00000,34B_514
0.00000,34B_514
0.97980,34B_514
1.01010,34B_514
0.87879,34B_514
0.12121,34B_514
0.00000,34B_514
0.00000,34B_514
0.05051,34B_514
1.01010,34B_514
0.07071,34B_514
0.00000,34B_514
0.00000,34B_514
0.55556,34B_514
1.01010,34B_514
1.01010,34B_514
0.17172,34B_514
0.00000,34B_514
0.00000,34B_514
0.31579,34B_532
0.08081,34B_532
1.01010,34B_532
1.01010,34B_532
0.55556,34B_532
0.00000,34B_532
0.65657,34B_532
1.01010,34B_532
1.01010,34B_532
1.01010,34B_532
0.20202,34B_532
0.38384,34B_532
0.00000,34B_532
0.78788,34B_532
0.03030,34B_532
0.00000,34B_532
0.00000,34B_532
0.00000,34B_532
0.07071,34B_532
1.01010,34B_532
0.97980,34B_532
0.20202,34B_532
0.00000,34B_532
0.00000,34B_532
0.10526,34B_533
0.45455,34B_533
1.01010,34B_533
0.55556,34B_533
0.00000,34B_533
0.25253,34B_533
1.01010,34B_533
1.01010,34B_533
0.45455,34B_533
0.00000,34B_533
0.64646,34B_533
1.01010,34B_533
0.55556,34B_533
0.00000,34B_533
0.00000,34B_533
0.00000,34B_533
0.41414,34B_533
1.01010,34B_533
1.01010,34B_533
0.75758,34B_533
0.00000,34B_533
0.00000,34B_533
0.07895,34B_538
0.98990,34B_538
0.56566,34B_538
0.00000,34B_538
0.06061,34B_538
1.01010,34B_538
1.01010,34B_538
0.46465,34B_538
0.00000,34B_538
0.45455,34B_538
1.01010,34B_538
0.56566,34B_538
0.00000,34B_538
0.00000,34B_538
0.00000,34B_538
0.22222,34B_538
1.01010,34B_538
1.01010,34B_538
0.76768,34B_538
0.00000,34B_538
0.00000,34B_538
0.06061,34B_546
0.89899,34B_546
1.01010,34B_546
1.01010,34B_546
1.01010,34B_546
0.55556,34B_546
0.00000,34B_546
0.00000,34B_546
0.67677,34B_546
0.27273,34B_546
0.15152,34B_546
0.00000,34B_546
0.92929,34B_546
1.01010,34B_546
0.75758,34B_546
0.00000,34B_546
0.00000,34B_546
0.16162,34B_546
0.00000,34B_546
0.00000,34B_546
0.02020,34B_546
0.00000,34B_546
0.00000,34B_546
0.00000,34B_546
0.08696,34B_564
0.00000,34B_564
0.05051,34B_564
0.28283,34B_564
0.53535,34B_564
1.01010,34B_564
0.74747,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.00000,34B_564
0.12245,34B_572
0.00000,34B_572
0.00000,34B_572
0.00000,34B_572
0.25253,34B_572
1.01010,34B_572
1.01010,34B_572
1.01010,34B_572
0.68687,34B_572
0.00000,34B_572
0.00000,34B_572
0.00000,34B_572
0.00000,34B_572
0.32323,34B_572
0.31313,34B_572
0.24242,34B_572
0.00000,34B_572
0.00000,34B_572
0.06061,34B_586
0.00000,34B_586
0.28283,34B_586
0.01010,34B_586
0.00000,34B_586
0.83838,34B_586
1.01010,34B_586
1.01010,34B_586
1.01010,34B_586
0.79798,34B_586
0.00000,34B_586
0.00000,34B_586
0.68687,34B_586
0.57576,34B_586
0.00000,34B_586
0.00000,34B_586
0.00000,34B_586
0.00000,34B_586
0.12000,34B_611
0.00000,34B_611
0.00000,34B_611
0.25253,34B_611
1.01010,34B_611
1.01010,34B_611
1.01010,34B_611
0.58586,34B_611
0.00000,34B_611
0.00000,34B_611
0.00000,34B_611
0.00000,34B_611
0.72727,34B_611
0.00000,34B_611
0.80808,34B_611
1.01010,34B_611
1.01010,34B_611
0.75758,34B_611
0.00000,34B_611
0.00000,34B_611
0.08696,34B_620
0.29293,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.87879,34B_620
1.01010,34B_620
0.96970,34B_620
0.18182,34B_620
0.49495,34B_620
1.01010,34B_620
0.33333,34B_620
0.57576,34B_620
1.01010,34B_620
1.01010,34B_620
0.79798,34B_620
0.00000,34B_620
0.00000,34B_620
0.00000,34B_620
0.28571,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.74747,34B_621
1.01010,34B_621
0.94949,34B_621
0.19192,34B_621
0.37374,34B_621
1.01010,34B_621
0.35354,34B_621
0.41414,34B_621
1.01010,34B_621
1.01010,34B_621
0.80808,34B_621
0.00000,34B_621
0.00000,34B_621
0.00000,34B_621
0.15385,34B_669
0.00000,34B_669
0.00000,34B_669
0.00000,34B_669
0.48485,34B_669
1.01010,34B_669
0.58586,34B_669
0.00000,34B_669
0.00000,34B_669
0.00000,34B_669
0.20202,34B_669
1.01010,34B_669
1.01010,34B_669
0.18182,34B_669
0.00000,34B_669
0.00000,34B_669
0.12245,34B_690
0.00000,34B_690
0.00000,34B_690
0.11111,34B_690
1.01010,34B_690
1.01010,34B_690
1.01010,34B_690
1.01010,34B_690
0.54545,34B_690
0.16162,34B_690
0.00000,34B_690
0.84848,34B_690
1.01010,34B_690
1.01010,34B_690
1.01010,34B_690
0.57576,34B_690
0.00000,34B_690
0.00000,34B_690
0.00000,34B_690
0.00000,34B_690
0.00000,34B_690
0.00000,34B_690
0.08696,34B_716
0.44444,34B_716
0.00000,34B_716
0.00000,34B_716
0.00000,34B_716
0.86869,34B_716
1.01010,34B_716
1.01010,34B_716
1.01010,34B_716
1.01010,34B_716
0.55556,34B_716
0.00000,34B_716
0.00000,34B_716
0.00000,34B_716
0.00000,34B_716
0.00000,34B_716
0.08696,34B_89
0.29293,34B_89
0.00000,34B_89
0.00000,34B_89
0.00000,34B_89
0.00000,34B_89
0.00000,34B_89
0.86869,34B_89
1.01010,34B_89
1.01010,34B_89
0.79798,34B_89
0.00000,34B_89
0.00000,34B_89
0.63636,34B_89
0.57576,34B_89
0.00000,34B_89
0.00000,34B_89
0.00000,34B_89
0.00000,34B_89
0.06061,34_00
0.00000,34_00
0.00000,34_00
0.00000,34_00
0.00000,34_00
0.00000,34_00
0.00000,34_00
0.00000,34_00
0.06897,34_101
0.38384,34_101
1.01010,34_101
1.01010,34_101
1.01010,34_101
0.51515,34_101
0.00000,34_101
0.00000,34_101
0.19192,34_101
0.89899,34_101
0.00000,34_101
0.00000,34_101
0.00000,34_101
0.46465,34_101
1.01010,34_101
1.01010,34_101
0.91919,34_101
0.00000,34_101
0.00000,34_101
0.03797,34_102
0.88889,34_102
1.01010,34_102
0.52525,34_102
0.00000,34_102
0.00000,34_102
0.02020,34_102
0.94949,34_102
0.00000,34_102
0.00000,34_102
0.00000,34_102
0.27273,34_102
1.01010,34_102
1.01010,34_102
0.97980,34_102
0.00000,34_102
0.00000,34_102
0.06897,34_104
0.45455,34_104
1.01010,34_104
0.56566,34_104
0.00000,34_104
0.00000,34_104
0.00000,34_104
0.81818,34_104
0.11111,34_104
0.00000,34_104
0.00000,34_104
0.12121,34_104
1.01010,34_104
1.01010,34_104
0.98990,34_104
0.02020,34_104
0.00000,34_104
0.22222,34_107
0.00000,34_107
0.00000,34_107
0.00000,34_107
0.00000,34_107
0.65657,34_107
0.17172,34_107
0.00000,34_107
0.00000,34_107
0.00000,34_107
0.95960,34_107
1.01010,34_107
1.01010,34_107
0.09091,34_107
0.00000,34_107
0.02532,34_111
0.00000,34_111
0.00000,34_111
0.51515,34_111
0.26263,34_111
0.00000,34_111
0.00000,34_111
0.00000,34_111
0.79798,34_111
1.01010,34_111
1.01010,34_111
0.16162,34_111
0.00000,34_111
0.00000,34_111
0.04082,34_113
0.00000,34_113
0.00000,34_113
0.66667,34_113
1.01010,34_113
1.01010,34_113
1.01010,34_113
1.01010,34_113
0.51515,34_113
0.00000,34_113
0.00000,34_113
0.00000,34_113
0.00000,34_113
0.00000,34_113
0.03390,34_115
0.00000,34_115
0.00000,34_115
0.87879,34_115
1.01010,34_115
1.01010,34_115
1.01010,34_115
0.55556,34_115
0.00000,34_115
0.00000,34_115
0.00000,34_115
0.00000,34_115
0.00000,34_115
0.07692,34_116
0.00000,34_116
0.36364,34_116
1.01010,34_116
1.01010,34_116
0.42424,34_116
0.00000,34_116
0.00000,34_116
0.00000,34_116
0.00000,34_116
0.00000,34_116
0.00000,34_116
0.03390,34_117
0.70707,34_117
1.01010,34_117
1.01010,34_117
0.51515,34_117
0.00000,34_117
0.00000,34_117
0.00000,34_117
0.00000,34_117
0.00000,34_117
0.00000,34_117
0.02899,34_119
0.81818,34_119
1.01010,34_119
0.51515,34_119
0.00000,34_119
0.00000,34_119
0.00000,34_119
0.00000,34_119
0.00000,34_119
0.00000,34_119
0.00000,34_119
0.10526,34_122
0.40404,34_122
0.56566,34_122
0.00000,34_122
0.00000,34_122
0.00000,34_122
0.00000,34_122
0.00000,34_122
0.00000,34_122
0.00000,34_122
0.10526,34_123
0.00000,34_123
0.00000,34_123
0.00000,34_123
0.00000,34_123
0.00000,34_123
0.00000,34_123
0.00000,34_123
0.02128,34_125
0.00000,34_125
0.00000,34_125
0.00000,34_125
0.00000,34_125
0.00000,34_125
0.00000,34_125
0.02857,34_126
0.00000,34_126
0.00000,34_126
0.49495,34_126
1.01010,34_126
1.01010,34_126
1.01010,34_126
1.01010,34_126
0.51515,34_126
0.00000,34_126
0.00000,34_126
0.00000,34_126
0.00000,34_126
0.00000,34_126
0.04444,34_127
0.00000,34_127
0.00000,34_127
0.31313,34_127
1.01010,34_127
1.01010,34_127
1.01010,34_127
1.01010,34_127
0.55556,34_127
0.00000,34_127
0.00000,34_127
0.00000,34_127
0.00000,34_127
0.00000,34_127
